learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course
L-00491,13/02/2026,15,T3,High School,10.7,5.25,9,9,57.5,0,mobile,ngo_outreach,scholarship,12,Yes,83.5,asked about certificate,1
L-02776,2026-04-12,19,3,Bachelors,7.6,4.28,1,4,29.5,FALSE,mobile,school_partner,scholarship,24,No,,requested extension,0
L-00012,2026-01-17,21,2,High School,3.6,1.52,6,3,60.2,FALSE,mobile,instagram,scholarship,2,yes,81.3,duplicate?  check,1
L-02682,2026-05-08,15,3,Diploma,7.1,1.5,1,1,50.8,yes,mobile,instagram,paid,20,no,61.0,,0
L-01415,2026-02-22,18,Tier 2,Diploma,10.5,3.82,6,5,39.9,FALSE,mobile,school_partner,paid,13,TRUE,80.5,,1
L-00629,2026-02-28,25,3,High School,2.6,3.51,2,1,31.3,0,mobile,instagram,paid,15,no,,,0
L-01637,2026-03-19,17,2,Other,3.3,2.61,1,3,,N,mobile,friend,free,33,N,,n/a,0
L-00230,2026-04-18,19,2,High School,9.3,3.17,0,3,31.3,1,mobile,friend,paid,13,1,88.5,,1
L-01040,2026-04-04,15,3,Bachelors,9.4,5.41,5,2,97.5,N,MOBILE,friend,free,9,No,,follow up next intake,0
L-02203,2026-02-06,20,T1,Bachelors,2.5,6.8,6,4,45.3,Y,laptop,ngo_outreach,scholarship,15,1,74.1,n/a,1
L-00610,23/06/2026,16,2,,8.4,2.5,4,3,10.5,0,laptop,friend,paid,16,N,,,0
L-00655,2026-02-03,29,tier-3,Diploma,3.7,3.9,2,1,26.9,N,laptop,ngo_outreach,paid,44,0,,-,0
L-01624,26/06/2026,25,3,Bachelors,3.4,0.0,4,2,33.6,FALSE,mobile,friend,free,26,FALSE,,,0
L-00389,18-04-2026,20,Tier 2,HS,3.0,2.41,1,3,27.6,Yes,Mobile,school_partner,free,36,N,,,0
L-00612,2026-04-03,24,3,High School,10.1,4.26,3,3,48.7,FALSE,mobile,friend,free,1,TRUE,71.6,,1
L-00211,2026-03-09,15,1,High School,12.8,5.1,4,5,80.9,1,mobile,youtube,free,6,0,44.2,called on phone,0
L-01206,19-06-2026,30,,High School,9.4,3.0,2,4,31.4,0,mobile,friend,free,19,0,,asked about certificate,0
L-02525,03-03-2026,21,3,,1.1,0.29,1,3,0.0,Y,PC,ngo_outreach,free,55,0,,-,0
L-02085,20-02-2026,24,2,High School,10.7,3.86,3,1,54.9,no,laptop,friend,free,31,0,,,0
L-01756,2026-02-02,22,Tier 1,Diploma,7.9,3.91,0,2,37.5,TRUE,mobile,school_partner,free,26,FALSE,,called on phone,0
L-01859,20/05/2026,21,tier-2,,,4.49,6,11,60.8,0,mobile,instagram,scholarship,4,Y,81.0,duplicate?  check,1
L-02139,2026-03-24,22,tier-2,high school,13.1,5.06,7,1,75.9,1,mobile,instagram,free,10,1,80.8,,1
L-01223,2026-04-02,15,2,Bachelors,7.8,3.18,5,1,27.5,FALSE,mobile,other,paid,20,N,,n/a,0
L-02725,2026-01-14,20,Tier 2,Masters,9.5,2.82,3,3,51.3,No,mobile,school_partner,scholarship,19,N,,,0
L-00239,25/04/2026,25,tier-1,Diploma,10.0,3.42,5,0,37.8,yes,mobile,other,free,8,yes,74.5,-,1
L-02737,2026-02-05,,3,Bachelors,13.1,3.89,3,2,30.2,1,Mobile,school_partner,scholarship,2,No,,,0
L-00022,2026-01-20,19,2,Other,5.0,6.52,0,7,41.4,no,desktop,instagram,free,12,No,,duplicate?  check,0
L-02262,2026-04-15,15,3,Diploma,11.0,2.94,3,4,24.1,N,laptop,instagram,scholarship,21,0,,follow up next intake,0
L-02282,18/03/2026,19,2,Diploma,9.4,2.86,2,5,86.1,no,notebook,school_partner,scholarship,29,TRUE,85.3,follow up next intake,1
L-02758,2026-01-27,21,2,High School,7.9,4.12,5,11,74.9,no,mobile,school_partner,scholarship,19,N,,-,0
L-00201,2026-02-18,20,,Diploma,7.2,2.63,6,8,,1,Laptop,instagram,paid,11,yes,75.6,follow up next intake,1
L-02555,2026-02-05,24,3,Other,4.2,0.54,3,5,18.0,no,mobile,instagram,paid,42,TRUE,,,0
L-00997,2026-03-07,22,1,High School,5.7,2.48,5,6,34.2,no,desktop,instagram,paid,16,N,,,0
L-00546,2026-06-25,26,2,highschool,5.2,3.31,1,5,13.3,yes,laptop,youtube,scholarship,2,yes,72.3,,1
L-00277,07/03/2026,26,1,Bachelors,11.7,3.87,4,6,51.6,Yes,laptop,school_partner,free,3,FALSE,,,0
L-00929,10-03-2026,17,T2,High School,,0.42,1,2,2.1,No,MOBILE,friend,paid,9,0,,requested extension,0
L-01054,05/01/2026,17,2,Bachelors,5.0,3.88,4,4,52.3,no,Mobile,school_partner,free,36,0,,n/a,0
L-02277,2026-02-26,21,2,High School,9.3,4.35,2,4,57.0,FALSE,laptop,other,paid,17,FALSE,,n/a,0
L-00018,2026-05-26,19,Tier 3,High School,4.4,2.77,5,6,87.4,1,mobile,ngo_outreach,free,17,FALSE,,,0
L-00913,2026-05-07,26,1,Bachelors,5.6,4.2,1,2,43.3,0,laptop,school_partner,free,22,0,,follow up next intake,0
L-00346,02-02-2026,22,1,Bachelors,11.2,1.67,2,1,32.8,yes,mobile,instagram,free,14,FALSE,,requested extension,0
L-00765,02-02-2026,23,2,DIPLOMA,5.2,1.15,6,0,60.1,0,mobile,school_partner,free,30,N,,requested extension,0
L-01571,2026-03-24,18,3,High School,7.0,5.28,7,8,70.7,No,MOBILE,school_partner,free,8,No,80.1,n/a,1
L-01630,2026-02-23,27,2,Bachelors,5.6,0.0,0,4,26.3,No,laptop,other,scholarship,42,N,47.8,called on phone,0
L-01343,03-05-2026,19,3,Diploma,8.7,3.54,6,2,72.6,FALSE,Laptop,school_partner,scholarship,4,TRUE,76.3,duplicate?  check,1
L-01164,2026-06-12,16,3,Bachelors,4.2,1.64,0,1,,1,mobile,school_partner,paid,30,0,,n/a,0
L-02093,2026-05-08,17,2,,2.9,0.05,0,4,36.7,N,notebook,youtube,scholarship,46,N,,follow up next intake,
L-01564,2026-06-22,22,2,High School,11.5,1.73,8,1,69.0,No,laptop,instagram,free,21,No,47.4,-,0
L-00141,2026-06-23,25,2,Bachelors,3.3,3.22,1,1,14.7,FALSE,MOBILE,instagram,paid,25,no,88.6,asked about certificate,1
L-01270,15-06-2026,20,T1,Bachelors,,1.35,2,4,12.5,No,laptop,youtube,free,10,0,,requested extension,0
L-01232,2026-05-18,22,2,High School,11.3,0.0,1,1,0.0,no,mobile,friend,scholarship,14,No,,,0
L-02159,2026-01-26,16,3,Bachelors,,0.41,2,5,27.5,1,laptop,ngo_outreach,free,22,FALSE,,,0
L-01162,2026-06-27,22,2,Bachelors,11.7,4.36,8,2,89.0,Y,desktop,school_partner,free,16,yes,70.5,called on phone,1
L-00355,2026-02-02,21,1,Diploma,8.5,4.47,3,4,19.3,FALSE,mobile,school_partner,free,17,0,,,0
L-01244,2026-02-17,19,,Bachelors,4.6,1.3,3,5,52.5,no,mobile,friend,free,34,N,,called on phone,0
L-00420,18-03-2026,23,tier-2,Bachelors,7.7,3.85,5,6,33.0,,mobile,youtube,free,14,Y,83.1,,1
L-02261,2026-01-22,26,1,Diploma,5.1,2.95,4,3,31.5,no,laptop,youtube,scholarship,24,yes,81.5,,1
L-01857,2026-05-19,17,tier-2,Diploma,9.9,5.36,8,0,89.6,N,Laptop,friend,free,7,1,88.9,,1
L-02575,2026-01-25,,1,High School,12.9,0.35,4,2,11.6,No,laptop,ngo_outreach,scholarship,36,no,,,0
L-00102,2026-05-07,26,1,bachelors,4.1,1.84,4,1,59.0,TRUE,laptop,ngo_outreach,paid,22,no,50.9,requested extension,0
L-00061,17-06-2026,27,1,Masters,5.3,2.62,0,4,49.3,Yes,laptop,youtube,free,18,FALSE,,,0
L-01100,2026-05-05,22,2,Bachelors,4.9,3.42,7,5,32.1,N,tablet,ngo_outreach,free,13,no,,-,0
L-01896,2026-06-15,27,T3,Diploma,5.1,,5,5,60.6,Yes,laptop,school_partner,scholarship,25,TRUE,84.0,-,1
L-01676,2026-06-21,23,Tier 1,Diploma,5.1,3.42,4,13,79.2,Y,Laptop,instagram,free,14,Yes,85.2,asked about certificate,1
L-00434,02-06-2026,27,2,Bachelors,9.7,3.16,7,4,59.1,TRUE,mobile,school_partner,free,17,yes,62.2,-,1
L-00620,2026-06-11,22,3,High School,10.1,2.35,2,2,71.2,0,mobile,instagram,free,23,no,,called on phone,0
L-01185,17/01/2026,199,3,Bachelors,4.6,2.9,0,4,26.9,Y,mobile,school_partner,scholarship,33,No,,-,0
L-00168,2026-02-04,19,3,bachelors,5.6,4.56,4,3,71.8,No,notebook,youtube,scholarship,16,TRUE,58.5,follow up next intake,1
L-01911,24-01-2026,22,T1,Bachelors,7.7,4.76,5,1,55.8,FALSE,mobile,instagram,free,23,0,49.4,,0
L-00647,2026-05-19,23,3,HS,2.0,1.42,1,5,26.8,N,desktop,school_partner,free,29,FALSE,,-,0
L-00428,2026-05-27,15,3,Diploma,8.1,2.66,3,4,42.6,0,mobile,instagram,free,26,N,,,0
L-01534,2026-01-06,25,2,Bachelors,5.7,0.99,2,2,30.3,N,phone,friend,scholarship,12,no,,follow up next intake,0
L-01085,2026-05-17,24,Tier 1,Diploma,10.7,3.45,5,7,63.0,N,laptop,instagram,free,42,TRUE,76.4,-,1
L-00675,2026-01-01,22,2,High School,7.5,4.75,7,4,81.8,,laptop,friend,free,3,Yes,79.8,called on phone,1
L-00736,2026-02-12,25,1,High School,1.0,2.79,0,3,27.0,FALSE,mobile,youtube,free,30,TRUE,62.8,,1
L-01181,2026-06-11,20,Tier 2,,12.4,4.42,4,5,26.4,Yes,mobile,youtube,scholarship,32,Yes,82.1,,1
L-01889,2026-01-23,17,2,Diploma,8.1,4.92,6,5,,FALSE,desktop,ngo_outreach,free,10,Yes,75.5,follow up next intake,1
L-01767,2026-01-14,18,3,Bachelor's,6.3,3.86,6,4,58.5,No,mobile,instagram,paid,12,No,,called on phone,0
L-01947,19-03-2026,23,2,HS,6.9,4.05,7,5,107.9,No,laptop,instagram,scholarship,11,0,,requested extension,0
L-01940,11/06/2026,16,3,Masters,9.5,3.11,0,6,12.9,yes,desktop,friend,paid,18,N,,,0
L-02287,2026-03-11,24,tier-2,Bachelors,,3.05,0,0,,0,mobile,youtube,paid,39,N,,n/a,0
L-01813,2026-05-21,28,Tier 1,Diploma,4.1,2.17,5,2,16.7,0,mobile,instagram,free,31,FALSE,,-,0
L-00288,23-03-2026,18,T3,B.Tech,4.5,4.07,5,2,67.2,No,laptop,other,free,12,0,,,0
L-00490,08-03-2026,,3,Diploma,8.6,0.92,1,3,61.0,FALSE,mobile,youtube,paid,38,no,41.4,,0
L-00336,2026-02-11,20,tier-2,diploma,1.0,3.55,3,1,64.6,FALSE,ipad,youtube,scholarship,22,FALSE,78.0,called on phone,1
L-01710,12-01-2026,17,2,,10.7,2.12,4,10,29.4,FALSE,desktop,school_partner,scholarship,6,FALSE,,,0
L-02301,13/01/2026,27,2,Bachelors,1.0,5.13,5,7,50.8,FALSE,mobile,other,paid,12,0,,,0
L-02797,2026-04-04,17,3,highschool,7.0,3.46,4,3,48.6,yes,tablet,other,paid,19,0,,,0
L-01786,2026-06-23,27,2,Masters,10.1,5.26,4,4,86.2,no,desktop,instagram,paid,5,1,69.9,called on phone,1
L-02474,2026-06-07,26,T1,M.Sc,6.2,3.53,5,9,98.8,FALSE,laptop,ngo_outreach,free,23,Yes,77.2,duplicate?  check,1
L-00131,2026-01-16,15,1,Bachelors,1.0,3.99,3,1,47.2,Y,mobile,friend,paid,12,Yes,86.9,,1
L-02224,2026-01-09,15,3,DIPLOMA,5.5,2.36,4,1,58.7,Yes,mobile,friend,free,22,0,,duplicate?  check,0
L-00621,2026-01-09,23,Tier 2,Bachelor's,1.1,2.0,1,6,12.0,Y,laptop,instagram,free,15,No,,-,0
L-00305,2026-06-13,18,2,Bachelors,13.1,6.3,6,5,53.1,0,mobile,youtube,free,10,0,,follow up next intake,0
L-02446,2026-04-15,22,1,High School,13.2,,4,1,68.1,No,tablet,instagram,free,15,N,,n/a,0
L-02232,2026-06-14,19,,Masters,11.1,2.73,10,4,95.1,no,laptop,instagram,free,1,yes,77.9,called on phone,
L-02015,2026-01-13,29,3,Diploma,10.9,4.29,5,6,53.9,No,mobile,friend,free,23,No,,asked about certificate,0
L-00568,2026-02-21,19,Tier 1,Diploma,5.7,3.32,3,8,38.2,TRUE,tablet,ngo_outreach,scholarship,25,no,,,0
L-01983,2026-04-23,21,2,High School,7.0,0.87,1,1,48.3,FALSE,laptop,school_partner,free,33,No,,,0
L-00641,2026-05-09,21,1,Bachelors,10.7,2.59,0,3,,,laptop,school_partner,free,32,FALSE,,,0
L-00481,2026-02-27,21,1,High School,5.8,2.17,0,4,1.9,yes,mobile,ngo_outreach,paid,25,FALSE,,requested extension,0
L-02293,10-06-2026,16,2,High School,4.0,0.98,4,5,67.0,FALSE,mobile,school_partner,free,18,Y,84.0,,1
L-01197,12/04/2026,23,1,Bachelors,3.7,2.63,4,2,25.0,1,desktop,school_partner,free,19,no,,asked about certificate,0
L-01777,22-02-2026,18,2,Diploma,11.6,3.22,8,0,86.4,No,laptop,instagram,free,15,FALSE,,,0
L-00210,2026-03-19,25,1,Bachelors,6.1,0.55,1,1,50.9,Yes,mobile,instagram,free,17,FALSE,38.2,duplicate?  check,0
L-00762,05/06/2026,,2,Diploma,11.6,2.18,2,6,,yes,tablet,friend,scholarship,30,No,29.0,,0
L-00848,27/03/2026,18,2,High School,11.1,3.51,4,0,77.7,N,MOBILE,instagram,scholarship,20,TRUE,56.3,,1
L-01338,2026-05-16,29,3,Bachelors,1.0,2.14,2,1,5.8,0,phone,friend,paid,12,0,,asked about certificate,0
L-01773,07-03-2026,17,2,bachelors,6.7,1.69,0,6,27.5,no,mobile,other,scholarship,33,no,,,0
L-01190,2026-03-24,25,3,High School,7.8,3.46,1,4,36.5,no,mobile,friend,scholarship,6,no,,asked about certificate,0
L-01010,28-03-2026,15,T3,Diploma,2.5,4.84,6,6,25.7,Yes,desktop,instagram,free,27,0,,duplicate?  check,0
L-02565,2026-05-08,,3,High School,11.6,5.11,9,5,46.2,FALSE,mobile,school_partner,paid,4,Yes,72.0,,1
L-01056,15-04-2026,,1,Bachelors,11.2,1.5,0,0,21.8,Yes,laptop,youtube,free,20,0,,asked about certificate,0
L-00191,2026-03-16,20,2,Bachelors,4.4,0.4,0,1,,Y,laptop,friend,scholarship,21,no,,n/a,0
L-00575,16-03-2026,24,2,Diploma,,1.08,0,4,25.2,No,mobile,school_partner,scholarship,14,no,54.5,,0
L-00043,2026-02-21,15,2,Diploma,12.9,3.35,8,7,78.6,TRUE,MOBILE,ngo_outreach,scholarship,9,TRUE,94.6,,1
L-01333,2026-01-21,20,2,Bachelors,11.6,3.43,1,7,22.2,Yes,mobile,instagram,scholarship,21,No,42.2,asked about certificate,0
L-00430,02/06/2026,17,1,Bachelors,3.1,,0,4,35.1,,desktop,instagram,scholarship,39,No,,called on phone,0
L-00126,2026-04-11,24,2,Diploma,6.8,1.7,3,5,52.4,No,mobile,youtube,paid,14,no,,called on phone,0
L-01615,2026-02-16,21,tier-2,Diploma,5.9,1.98,6,0,64.2,FALSE,laptop,friend,free,12,FALSE,,called on phone,0
L-01572,2026-06-23,21,3,Bachelors,8.8,3.79,2,3,49.4,N,mobile,school_partner,scholarship,24,N,,n/a,0
L-01779,2026-04-09,22,1,High School,4.4,4.89,6,7,48.8,1,mobile,youtube,paid,11,Yes,89.4,asked about certificate,1
L-02495,04-02-2026,29,1,High School,10.2,3.25,6,2,31.9,Yes,mobile,friend,free,5,yes,91.1,requested extension,1
L-02318,26/05/2026,23,tier-3,Bachelors,2.9,0.0,0,6,30.8,FALSE,desktop,instagram,free,40,FALSE,,follow up next intake,0
L-00294,2026-01-18,23,1,Bachelors,12.6,2.17,0,2,54.6,Y,mobile,ngo_outreach,scholarship,31,No,40.3,follow up next intake,0
L-01044,2026-02-20,21,3,Diploma,4.9,3.3,9,5,,yes,mobile,friend,paid,7,0,,asked about certificate,0
L-02188,2026-02-09,31,T2,Diploma,11.2,1.89,2,1,20.5,no,laptop,youtube,free,27,No,,requested extension,0
L-01191,2026-02-06,19,3,Masters,8.2,2.92,0,3,64.6,no,Tablet,school_partner,paid,38,Yes,80.1,requested extension,1
L-01705,2026-06-19,25,1,Diploma,2.9,0.52,3,3,10.5,Y,mobile,youtube,scholarship,10,No,,,0
L-00045,06-02-2026,22,2,B.Tech,7.3,5.67,6,7,83.1,yes,mobile,friend,free,19,Yes,67.9,,1
L-02775,2026-04-06,29,1,High School,11.9,2.85,2,0,10.8,TRUE,Mobile,instagram,free,33,no,,asked about certificate,0
L-02563,2026-04-08,20,2,bachelors,3.7,2.24,4,2,48.5,0,laptop,friend,scholarship,15,FALSE,,n/a,0
L-00199,2026-01-03,20,2,B.Tech,5.6,0.0,4,8,50.9,FALSE,mobile,youtube,scholarship,25,TRUE,90.9,,1
L-02300,2026-05-21,21,2,Masters,7.3,1.74,3,3,61.5,No,laptop,instagram,free,22,0,,called on phone,0
L-00692,19-06-2026,19,2,High School,8.2,2.47,4,2,,,mobile,other,free,5,No,,,0
L-01573,18-04-2026,23,2,Diploma,8.3,2.74,3,2,103.2,Y,mobile,friend,scholarship,18,No,,requested extension,0
L-02360,17-01-2026,22,3,unknown,233.8,2.07,3,1,9.7,FALSE,mobile,youtube,paid,41,FALSE,29.0,follow up next intake,0
L-01593,2026-06-05,25,3,Masters,4.4,1.01,2,1,46.8,Y,mobile,school_partner,paid,16,No,,-,0
L-01693,2026-05-16,19,1,Bachelor's,6.5,3.28,6,9,36.5,yes,tablet,friend,free,13,no,,,0
L-00166,2026-06-13,,1,bachelor degree,1.0,2.94,4,3,62.5,TRUE,mobile,instagram,free,32,No,,,0
L-01125,2026-04-17,28,tier-2,high school,15.5,5.14,4,2,48.5,FALSE,mobile,other,paid,6,No,,requested extension,0
L-02435,2026-06-04,22,1,B.Tech,1.9,2.25,4,2,34.9,Yes,laptop,friend,free,14,No,,asked about certificate,0
L-01770,2026-02-23,15,1,Bachelors,6.5,0.92,4,4,11.8,1,laptop,school_partner,scholarship,3,Y,62.4,requested extension,1
L-01603,2026-05-17,28,T2,High School,10.4,5.18,6,1,93.9,Yes,mobile,friend,free,2,Y,75.3,-,1
L-01694,23-01-2026,24,1,high school,10.0,4.77,8,3,82.4,no,phone,friend,paid,2,TRUE,78.1,asked about certificate,1
L-00560,2026-06-27,22,1,HS,,4.14,5,3,45.1,0,mobile,friend,free,4,Y,88.0,-,1
L-00454,2026-04-17,0,1,,6.0,3.55,7,4,52.8,no,mobile,instagram,free,11,No,,,0
L-01557,2026-02-11,21,2,High School,8.0,,0,2,22.4,TRUE,laptop,school_partner,free,31,no,,,0
L-01022,2026-02-25,16,1,Bachelors,11.9,3.2,5,1,77.9,Yes,Laptop,ngo_outreach,free,22,yes,83.9,asked about certificate,1
L-00543,2026-03-27,22,1,High School,8.4,6.31,3,3,65.7,no,laptop,school_partner,free,6,FALSE,,requested extension,0
L-02720,09-04-2026,23,2,Diploma,3.7,2.89,3,4,75.9,FALSE,mobile,ngo_outreach,free,18,no,,,0
L-02524,22/06/2026,25,1,Masters,10.7,2.79,5,9,32.9,TRUE,laptop,ngo_outreach,paid,14,Y,71.0,asked about certificate,1
L-01952,2026-02-20,15,2,Diploma,3.5,4.32,5,2,24.3,TRUE,mobile,instagram,free,10,no,,,0
L-00870,2026-01-11,0,1,Diploma,8.9,2.55,7,2,92.1,0,mobile,friend,paid,5,No,,,0
L-02386,26/01/2026,22,1,High School,8.6,2.43,7,6,60.2,yes,mobile,school_partner,paid,30,TRUE,81.7,,1
L-00937,2026-04-12,18,Tier 2,Diploma,12.6,3.27,3,2,26.6,No,MOBILE,instagram,scholarship,21,FALSE,,asked about certificate,0
L-02332,2026-05-08,23,Tier 2,High-School,5.7,3.97,8,5,65.9,FALSE,mobile,instagram,paid,18,Yes,82.6,follow up next intake,1
L-01260,2026-02-23,16,3,High School,5.8,4.97,2,2,44.1,No,mobile,ngo_outreach,free,11,0,,,0
L-01541,2026-06-21,21,1,Bachelors,10.2,4.32,7,6,90.7,TRUE,laptop,friend,free,2,yes,87.7,follow up next intake,1
L-00500,2026-05-28,23,1,High School,6.2,1.71,2,1,61.9,0,laptop,ngo_outreach,paid,19,1,85.6,duplicate?  check,1
L-00253,2026-06-04,15,3,Bachelors,5.3,2.72,5,6,25.0,N,mobile,youtube,free,23,FALSE,,follow up next intake,0
L-00561,05-05-2026,25,1,Diploma,7.8,0.0,0,1,24.1,yes,laptop,school_partner,free,43,N,,,0
L-02768,15/04/2026,26,3,bachelor degree,4.6,1.94,1,5,66.7,no,mobile,school_partner,free,22,N,,requested extension,0
L-02172,2026-06-05,28,2,High School,7.0,3.94,6,1,,Yes,laptop,instagram,free,14,no,41.6,n/a,0
L-00534,2026-04-05,22,1,Diploma,1.0,2.28,1,3,42.0,Yes,mobile,friend,free,41,No,,follow up next intake,0
L-01681,18-06-2026,25,2,Bachelors,11.2,2.92,0,1,53.0,No,laptop,friend,free,36,FALSE,,follow up next intake,0
L-00497,2026-05-02,28,,Bachelors,12.2,2.99,1,3,76.0,Yes,laptop,youtube,free,4,No,,called on phone,0
L-00838,2026-06-03,22,T1,bachelors,9.6,,5,4,80.1,Y,laptop,friend,free,24,No,51.6,duplicate?  check,0
L-00523,07-03-2026,25,2,High School,2.2,2.52,3,2,35.6,No,laptop,instagram,paid,10,Y,75.0,requested extension,1
L-01901,2026-01-18,,1,Bachelors,5.9,2.08,8,3,39.9,Y,mobile,friend,scholarship,11,yes,70.7,,1
L-00522,14-01-2026,20,Tier 2,High School,1.9,0.31,2,1,0.0,Y,MOBILE,instagram,scholarship,42,0,,requested extension,0
L-01658,2026-03-22,17,,HS,7.6,3.68,6,7,49.6,0,mobile,ngo_outreach,paid,23,yes,74.3,-,1
L-02240,26-06-2026,19,1,Bachelors,4.4,6.58,9,8,73.3,N,mobile,instagram,scholarship,12,TRUE,75.3,,1
L-01065,01/03/2026,19,1,High-School,6.2,3.76,5,1,53.9,TRUE,mobile,school_partner,free,9,0,37.1,,0
L-00150,2026-06-10,25,tier-2,Diploma,2.3,4.97,6,7,77.9,yes,notebook,instagram,free,14,Y,86.2,requested extension,1
L-01672,2026-06-10,,2,Bachelor's,6.4,1.82,2,2,39.1,yes,mobile,friend,paid,35,N,,n/a,0
L-01403,2026-03-24,20,2,High School,4.3,4.52,5,4,68.9,No,laptop,friend,free,12,yes,75.6,,1
L-00279,2026-01-04,21,2,masters,6.4,2.13,0,2,32.9,FALSE,desktop,school_partner,free,10,no,,requested extension,0
L-01302,13-03-2026,20,tier-2,High School,1.7,3.37,8,1,32.3,FALSE,Tablet,instagram,scholarship,10,Yes,71.6,,1
L-01053,03-06-2026,25,T1,Diploma,10.8,2.93,3,3,78.2,N,mobile,friend,paid,25,TRUE,78.1,follow up next intake,1
L-02562,2026-02-07,25,Tier 3,Diploma,6.4,2.76,2,1,31.2,Yes,mobile,ngo_outreach,free,39,0,47.6,asked about certificate,0
L-00376,2026-02-16,25,2,Bachelors,,3.42,6,1,31.7,Yes,mobile,friend,paid,13,Y,78.4,asked about certificate,1
L-00255,2026-05-01,21,2,highschool,4.1,5.09,2,3,42.7,N,laptop,friend,paid,32,FALSE,,,0
L-01240,2026-03-12,18,2,,1.0,1.83,0,1,57.5,No,mobile,school_partner,free,19,FALSE,,-,0
L-01311,2026-04-15,34,2,B.Tech,3.5,3.7,6,3,38.6,TRUE,Mobile,ngo_outreach,free,37,no,62,,0
L-01281,2026-03-17,29,Tier 3,Bachelors,6.9,3.46,5,1,55.3,N,desktop,school_partner,free,9,no,,duplicate?  check,0
L-00483,2026-06-13,19,tier-1,Masters,4.3,1.51,0,2,0.0,0,phone,friend,paid,31,No,,duplicate?  check,0
L-01230,2026-05-15,21,2,Bachelor's,12.2,1.34,1,1,113.1,FALSE,mobile,instagram,scholarship,14,no,,asked about certificate,0
L-00565,21-02-2026,19,2,Other,10.7,5.26,3,6,48.4,No,mobile,instagram,scholarship,8,TRUE,68.8,,1
L-02388,2026-04-28,,1,Bachelors,4.7,4.41,5,3,48.2,Y,mobile,friend,scholarship,1,TRUE,91.5,,1
L-02594,06-05-2026,20,2,High School,11.6,4.41,5,7,89.4,No,Tablet,ngo_outreach,free,9,No,,called on phone,0
L-00673,2026-01-08,23,2,Bachelors,,0.82,1,1,47.8,no,desktop,school_partner,free,4,No,,,0
L-01904,2026-04-20,21,3,Bachelors,2.5,4.54,4,2,33.8,no,Mobile,instagram,free,16,No,,,0
L-01126,2026-02-11,19,2,Masters,6.7,4.29,3,2,75.9,1,mobile,instagram,scholarship,3,Yes,86.9,,1
L-02696,2026-05-06,24,1,High School,11.4,3.24,3,3,,No,mobile,youtube,free,16,FALSE,,,0
L-01955,13-04-2026,15,T3,Bachelors,3.8,3.67,0,2,44.1,N,laptop,school_partner,free,39,0,,duplicate?  check,0
L-01156,2026-04-14,22,3,High School,11.6,4.23,9,0,79.7,No,laptop,friend,paid,15,Yes,78.4,,1
L-00967,2026-05-19,19,3,bachelors,3.8,3.55,4,2,77.6,0,Desktop,instagram,paid,31,no,,,0
L-02102,2026-05-15,20,1,HS,10.4,3.5,3,1,48.2,No,laptop,school_partner,free,24,yes,63.1,,1
L-01505,2026-02-13,21,tier-1,High School,10.1,5.72,6,4,54.5,yes,mobile,instagram,free,10,0,56.9,,1
L-02017,2026-02-10,19,Tier 1,Diploma,5.0,3.38,5,0,45.3,no,mobile,instagram,free,8,Y,64.2,,1
L-01774,05-06-2026,18,Tier 1,,8.1,3.44,2,7,35.6,TRUE,tablet,instagram,free,31,no,,duplicate?  check,0
L-00399,2026-01-12,23,3,High School,6.0,3.93,2,1,25.9,Y,desktop,youtube,paid,36,N,,follow up next intake,0
L-01047,2026-02-21,27,1,B.Tech,1.0,2.17,2,0,0.0,no,desktop,other,free,40,No,,,0
L-02314,02-04-2026,20,Tier 2,Masters,10.3,3.83,5,3,0.7,No,Mobile,friend,free,11,FALSE,,,0
L-01765,2026-03-19,25,2,Bachelors,3.2,0.76,2,5,24.6,FALSE,desktop,instagram,free,32,N,,-,0
L-01320,2026-06-07,17,2,Bachelors,10.3,4.12,5,4,31.4,0,Mobile,school_partner,scholarship,4,yes,72.1,-,1
L-00243,2026-02-18,,1,Diploma,8.1,3.77,7,1,71.5,yes,mobile,friend,scholarship,18,Y,86.3,requested extension,1
L-01807,2026-04-25,18,,Masters,13.4,3.99,3,1,23.0,N,phone,friend,paid,10,FALSE,,asked about certificate,0
L-02269,2026-06-08,20,1,Diploma,8.9,3.43,0,3,18.4,Yes,desktop,ngo_outreach,free,39,N,,follow up next intake,0
L-01802,13-04-2026,,2,Other,7.4,2.35,4,0,6.4,0,mobile,youtube,free,35,no,,asked about certificate,0
L-01094,2026-05-15,22,tier-1,High School,5.4,4.37,9,5,63.9,1,notebook,friend,free,31,N,,requested extension,0
L-01456,2026-03-24,17,2,masters,5.2,4.27,4,4,38.0,N,mobile,school_partner,free,15,N,47.0,,0
L-00158,2026-02-06,15,3,Bachelors,10.0,1.73,1,2,100.0,yes,desktop,friend,paid,1,No,,,0
L-02350,2026-01-07,19,Tier 3,Bachelors,3.6,1.86,0,3,20.6,Y,laptop,instagram,paid,55,No,,,0
L-00300,2026-05-06,20,Tier 3,High School,8.1,3.88,6,0,87.5,FALSE,mobile,school_partner,scholarship,6,yes,78.3,,1
L-01455,27-04-2026,21,3,Masters,5.9,1.44,0,1,0.0,no,laptop,school_partner,free,37,No,,,0
